Family,Species,Author,Information,Occurrence,"Common names",Abundance,"Max. Length",Maturity,Remark,Picture
Labridae,"Chlorurus enneacanthus","(Lacepède, 1802)"," M",native,,,"50.00 cm TL male/unsexed ",,"Recorded from Pulau Weh; with an Indonesian distribution from N. Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chenn_u3.jpg"", ""Open image"")"
Labridae,"Chlorurus japanensis","(Bloch, 1789)"," M",native," Yellow-blotched parrotfish (English), Kakatua kembang (Malay), Red-tailed parrotfish (English)","scarce (very unlikely)","56.20 cm FL male/unsexed ",,"Recorded from Raja Ampat Islands and Manado and vicinity; with an Indonesian distribution from Papua to Java (Ref. 47567). Also Ref. 9137, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chjap_m0.jpg"", ""Open image"")"
Labridae,"Chlorurus microrhinos","(Bleeker, 1854)"," M",native," Blunt-head parrotfish (English)",,"70.00 cm TL male/unsexed ",,"Type locality: Java (Ref. 48636). Known from Bali (Ref. 37816, 47567) and Flores (Ref. 8631, 47567). Also recorded from Raja Ampat Islands, Sangalakki Island,Togean and Banggai Islands; with an Indonesian distribution from Papua to Kalimantan (Ref. 47567). Also Ref. 2334, 2689, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chmic_u9.jpg"", ""Open image"")"
Labridae,"Chlorurus oedema","(Snyder, 1909)"," M",native,,,"42.00 cm TL male/unsexed ",,"With an Indonesian distribution from Sulawesi (ref. 47567). Known feom Kalimantan and Java (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Choed_u0.jpg"", ""Open image"")"
Labridae,"Chlorurus rhakoura","Randall & Anderson, 1997"," M",native,,,"44.20 cm SL male/unsexed ",,"Known from eastern Halmahera (Ref. 90102). Reported by Wildlife Conservation Society during a marine program survey in Simelue Island and Banyak archipelago at West side of Aceh (pers. Comm. fsetiawan@wcs.org 01/5).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chrha_u0.jpg"", ""Open image"")"
Labridae,"Chlorurus sordidus","(Forsskål, 1775)"," M",native," Shabby parrotfish (English), Kea-kea (Malay), Mogoh loonge (Bajo), Mogoh nyuloh (Bajo), Fangu ijo (Palo), Lehe watu (Palo)",,"40.00 cm TL male/unsexed ",,"Known from Mentawai Islands (Ref. 27157).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chsor_m6.jpg"", ""Open image"")"
Labridae,"Chlorurus spilurus","(Valenciennes, 1840)"," M",native,,,"48.60 cm FL male/unsexed ",,"Recorded from Raja Ampat Islands, Maumere Bay, Komodo, Pulau Seribu, Pulau Bintan, Sangalakki Island Togean and Banggai Islands and Pulau Weh (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chspi_u7.jpg"", ""Open image"")"
Labridae,"Chlorurus strongylocephalus","(Bleeker, 1855)"," M",native," Kakatua (Malay)",,"70.00 cm TL male/unsexed ",,"Occurs in southwest Indonesia; including Mentawai Islands (Ref. 27157). Also Ref. 2334 , 35918. Known from Indian Ocean coast of Sumatra, Java, and Bali (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chstr_m2.jpg"", ""Open image"")"
Labridae,"Chlorurus troschelii","(Bleeker, 1853)"," M",native,,,"34.60 cm TL male/unsexed ",,"Known from Seribu Islands (Ref. 2689) and Mentawai Islands (Ref. 27157). With an Indonesian distribution from Java to W. Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chtro_u0.jpg"", ""Open image"")"
Labridae,"Choerodon anchorago","(Bloch, 1791)"," M, Lf",native," Gigi anjing (Malay), Bukalang (Bajo), White-belly tuskfish (English), Tawassang tanru (Makassarese), Totokai (Palo)",,"50.00 cm TL male/unsexed ",,"Type localities, of Crenilabrus leucozona Bleeker, 1858; Aru Is. (holotype of Choerodon weberi Ogilby, 1911); (Ref. 35918). Known from Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Bali, Maumere Bay, Komodo, Manado and vicinity, Pulau Seribu, Pulau Bintan, Sangalakki Island, Togean and Banggai Islands (Ref. 47567). Museum: NTM S.10741-001, from Bali Strait to Timor Sea (Ref. 5978). Also Ref. 8631, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chanc_u0.jpg"", ""Open image"")"
Labridae,"Choerodon cephalotes","(Castelnau, 1875)"," M",native,,,"38.00 cm TL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chcep_u1.jpg"", ""Open image"")"
Labridae,"Choerodon gomoni","Allen & Randall, 2002"," M",native,,,"10.30 cm SL male/unsexed ",,"Recorded from Togean and Banggai Islands (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chgom_u3.jpg"", ""Open image"")"
Labridae,"Choerodon jordani","(Snyder, 1908)"," M",native," Lamu-lamu kakanda (Palo)",,"17.00 cm TL male/unsexed ",,"Recorded from Maumere Bay (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chjor_m0.jpg"", ""Open image"")"
Labridae,"Choerodon monostigma","Ogilby, 1910"," M",native,,,"25.00 cm TL male/unsexed ",,"Known from vicinity of Kokas, Northern Fakfak Peninsula, West Papua (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chmon_u0.jpg"", ""Open image"")"
Labridae,"Choerodon oligacanthus","(Bleeker, 1851)"," M",native," White-patch tuskfish (English), Mamar (Malay)",,"28.20 cm SL male/unsexed ",,"Type locality: Riouw, Bintan I. (Riau Archipelago) (Ref. 48636). Based on Photo by J.E. Randall. Recorded from Pulau Bintan, Riau Archipelago (Ref. 47567). Known from eastern Sumatra, Kalimantan, and Sulawesi (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Choli_u0.jpg"", ""Open image"")"
Labridae,"Choerodon robustus","(Günther, 1862)"," M, Lf",native,,,"35.00 cm TL male/unsexed ;25.00 cm TL female ",,"From southwest Sumatra to Bali Strait (Ref. 5987). Known from Sumatra and Java (Indian Ocean coast) (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chrob_u9.jpg"", ""Open image"")"
Labridae,"Choerodon schoenleinii","(Valenciennes, 1839)"," M, Lf, Sp",native," Black-spot tuskfish (English)",,"100.00 cm TL male/unsexed ",,"Type locality: Sulawesi (Ref. 48636). Ranges from southwest Sumatra to Timor Sea. In range: Ref. 47567, and also recorded in Raja Ampat Islands. Also Ref. 9710.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chsch_u7.jpg"", ""Open image"")"
Labridae,"Choerodon typus","(Bleeker, 1856)"," M",native,,,"12.00 cm SL male/unsexed ",,"From southwest Sumatra to Bali Strait. Also from Timor to Sumatra (Ref. 47567). Museum: NTM S.11016-004 (TGT2473).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Xityp_m0.jpg"", ""Open image"")"
Labridae,"Choerodon vitta","Ogilby, 1910"," M",native,,,"20.00 cm TL male/unsexed ",,"Known from Aru Islands (Ref. 35918).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chvit_u0.jpg"", ""Open image"")"
Labridae,"Choerodon zamboangae","(Seale & Bean, 1907)"," M",native," Zamboanga tuskfish (English)",,"45.00 cm TL male/unsexed ",,"From Bali Strait to Timor Sea. Also recorded from Togean and Banggai Islands (Ref. 47567). Museum: NTM S.10752-014 (TGT3238). Also Ref. 48636. Known from Bali, Sulawesi, Lesser Sunda Islands, Molucca Islands, and West Papua (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chzam_u2.jpg"", ""Open image"")"
Labridae,"Choerodon zosterophorus","(Bleeker, 1868)"," M",native," Black-blotch tuskfish (English)",,"25.00 cm TL male/unsexed ",,"Type locality, Kei (Kai) Is. (Ref. 26282, 48636). Recorded from Raja Ampat Islands, Maumere Bay, Komodo, Togean and Banggai Islands; with an Indonesian distribution from Papua to Komodo and Sulawesi (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chzos_u0.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus adornatus","Randall & Kunzmann, 1998"," M",endemic," Red-fin fairy wrasse (English)",,"6.34 cm SL male/unsexed ",,"Type locality: Pualau Ular, off Padang, west coast Sumatra (Ref. 48636). Known only from off Padang, Sumatra and the Mentawai Islands where it is common over rubble on outer reef slopes (Ref. 31269). Also Ref. 44110, 47567.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ciado_m1.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus aquamarinus","Tea, Allen & Dailami, 2021"," M",native," Chin-strap fairy wrasse (English)",,"9.21 cm SL male/unsexed ;5.64 cm SL female ",,"Type locality of Cirrhilabrus aquamarinus, Banda Sea, Wakatobi Group, Lintea Selatan Channel. Known from eastern Sulawesi and surrounding islands of Banggai and Wakatobi; with rare individuals reported from Banda Neira (Ref. 126788).","No picture yet."
Labridae,"Cirrhilabrus aurantidorsalis","Allen & Kuiter, 1999"," M",native," Orange-back wrasse (English)",,"10.00 cm TL male/unsexed ",,"Type locality: Batudaka Island, Togean Islands (Ref. 35918, 48636). Known from northern Sulawesi (Ref. 44110). Endemic: Togean Islands (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ciaur_m1.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus brunneus","Allen, 2006"," M",native," Dusky wrasse (English)",,"4.36 cm SL male/unsexed ",,"Type locality, Kaniungan Besar Island, East Kalimantan, 40 m, NCIP 6306 (holotype of Cirrhilabrus brunneus, 43.6 mm, male) (Ref. 75880). Known from Kalimantan and Nusa Penida, near Bali (Ref. 88079).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cibru_m0.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus cenderawasih","Allen & Erdmann, 2006"," M",native," Cenderawasih wrasse (English)",,"6.51 cm SL male/unsexed ;4.70 cm SL female ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cicen_m1.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus chaliasi","Tea, Allen & Dailami, 2021"," M",native," Ruby-headed fairy wrasse (English)",,"6.51 cm SL male/unsexed ;4.61 cm SL female ",,"Type locality of Cirrhilabrus chaliasi, northeast Bali, Les. Known from Bali, Sumbawa, Lombok, Flores, Komodo, and Rinca; also reported from Wakatobi, Sulawesi, where it overlaps with C. aquamarinus (Ref. 126788).","No picture yet."
Labridae,"Cirrhilabrus condei","Allen & Randall, 1996"," M",native,,,"8.00 cm TL male/unsexed ",,"Known from West Papua (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cicon_u1.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus cyanogularis","Tea, Frable & Gill, 2018"," M",native,,,"6.16 cm SL male/unsexed ",,"Collected from an unknown locality from the Sulawaesi and photographed from Derawan, Eastern Kalimantan and Bali (Ref. 118207).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cicya_m3.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus cyanopleura","(Bleeker, 1851)"," M",native," Blue-scaled wrasse (English), Yellow-flanked wrasse (English)",,"15.00 cm SL male/unsexed ",,"Type locality: Java (Ref. 48636). Known from Flores (Ref. 8631, 47567) and Mentawai Islands (Ref. 27157). Also recorded from Bali, Pulau Seribu and Pulau Weh; with an Indonesian distribution from Bali to W. Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cicya_m0.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus exquisitus","Smith, 1957"," M",native," Exquisite wrasse (English)",,"12.00 cm SL male/unsexed ",,"Known from Mentawai Islands (Ref. 27157). Also recorded from Pulau Weh, Sumatra (Ref. 47567, 48636). Also Ref. 8631.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ciexq_m2.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus filamentosus","(Klausewitz, 1976)"," M",native," Whip-fin wrasse (English)",,"8.00 cm TL male/unsexed ",,"Type locality: Java Sea (Ref. 48636). From Bali Strait to Timor Sea. Endemic: Flores to Java (Ref. 47567). Museum: NTM S.10744-001 (TGT955). Also Ref. 8631, 31119, 44110.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cifil_m2.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus flavidorsalis","Randall & Carpenter, 1980"," M",native," Yellow-fin fairy wrasse (English)","common (usually seen)","6.50 cm TL male/unsexed ",,"Recorded from Raja Ampat Islands and Maumere Bay (Ref. 47567). Museum: Northwest of Manado, w. side of Manterawoe [Monthage] I., Sulawesi [Celebes], BPBM 22496 (holotype, 5.48 SL, male). Manado Tua I., Celebes, BMNH 1979.1.4.1; ANSP 140169; AMS I.20698-001; BPBM 22498; MNHN 1978-770; ZUMT 54 (Ref. 26153). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cifla_u1.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus humanni","Allen & Erdmann, 2012"," M",native,,,"5.45 cm SL male/unsexed ",,"Type locality of Cirrhilabrus humanni, Pura Island, Alor Strait (Ref 90102, 118274).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cihum_m0.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus joanallenae","Allen, 2000"," M",native," Pulauweh wrasse (English)",,"8.50 cm TL male/unsexed ",,"Known only from its type locality Rubiah Islet, 5°52.83S, 95°15.43'E, Weh Is., Aceh Prov., Sumatra, at 15-17 m (Ref. 44110, 48636). Also Ref. 47567.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cijoa_m0.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus lubbocki","Randall & Carpenter, 1980"," M",native," Lubbock's wrasse (English)",,"8.00 cm TL male/unsexed ",,"Recorded from Celebes. Also recorded from Bali, Maumere Bay, Komodo, Manado and vicinity, Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Flores to Kalimantan (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cilub_m4.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus lunatus","Randall & Masuda, 1991"," M",questionable," Crescent-tail wrasse (English)",,"8.49 cm SL male/unsexed ;4.50 cm SL female ",,"Recorded from Bali (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cilun_m1.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus marinda","Allen, Erdmann & Dailami, 2015"," M",native,,,"4.59 cm SL male/unsexed ",,"Type locality of Cirrhilabrus marinda, West Papua Prov., Raja Ampat Is., Ayau Atoll, where it appears to be common. Known from Halmahera, Morotai Island and West Papua, Ayau Atoll (Ref. 103842).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cimar_m2.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus naokoae","Randall & Tanaka, 2009"," M",native,,,"6.00 cm SL male/unsexed ",,"Obtained viai aquarium trade, probable locality in the vicinity of Medan on the NW coast of Sumatra (Ref. 80411).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cinao_m2.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus pylei","Allen & Randall, 1996"," M",native," Blue-margin fairy-wrasse (English)",,"9.00 cm TL male/unsexed ;6.22 cm SL female ",,"Recorded from Bali (Ref. 47567, 48636). Also known from Sulawesi and West Papua (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cipyl_m5.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus rubrimarginatus","Randall, 1992"," M",native," Pink-margin wrasse (English)",,"12.20 cm SL male/unsexed ",,"Recorded from Bali and Maumere Bay (Ref. 47567). Museum: off Sulawesi, Tukanbesi Group, Moromaho I., BPBM 34199. Bali, small bay NE of Padangbai, BPBM 30184, 31577. Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cirub_m3.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus rubripinnis","Randall & Carpenter, 1980"," M",native," Red-finned wrasse (English)",,"9.10 cm TL male/unsexed ",,"Recorded from Sangalakki Island; with an Indonesian distribution from N. Sulawesi and Kalimantan (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cirub_m6.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus ryukyuensis","Ishikawa, 1904"," M",native,,,,,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ciryu_t0.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus solorensis","Bleeker, 1853"," M",native," Red-eye wrasse (English)",,"11.00 cm TL male/unsexed ",,"Type locality of Cirrhilabrus solorensis, Lawajong, Solor Island (Ref. 46206, 48636). Known from the Lesser Sunda Is.: Bali, Lombok, Sumbawa, Flores, Sumba, Timor, the Alor Arch., Barat Daya Is., and Tanimbar Is.; also in Maluku Is. and Timor Sea (Ref. 126788). Also Ref. 44110.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cisol_m1.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus temminckii","Bleeker, 1853"," M",native,,,"9.90 cm SL male/unsexed ",,"Known from Bali. Also recorded from Sangalakki Island; with an Indonesian distribution from Bali and Kalimantan (Ref. 47567). Also known from northern Sulawesi, Komodo, and Nusa Penida (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Citem_u1.jpg"", ""Open image"")"
Labridae,"Cirrhilabrus tonozukai","Allen & Kuiter, 1999"," M",native," Tono's wrasse (English)",,"7.50 cm TL male/unsexed ",,"Type locality: Tumbak Island, Banggai Islands (Ref. 35918, 48636). Endemic: Papua to Togean Islands (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Citon_m0.jpg"", ""Open image"")"
Labridae,"Concholabrus fasciatus","(Bloch, 1791)"," M",native," Banded Maori wrasse (English), Dean dean (Malay), Lampa terusang (Bajo), wakkoru (Palo)",,"40.00 cm SL male/unsexed ",,"Known from Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Bali, Maumere Bay, Komodo, Manado and vicinity, Pulau Seribu, Pulau Bintan, Sangalakki Island, Togean and Banggai Islands and Pulau Weh; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chfas_u2.jpg"", ""Open image"")"
Labridae,"Coris aygula","Lacepède, 1801"," M",native," Clown wrasse (English)",,"120 cm TL male/unsexed ",,"Recorded from Bali; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Coayg_m1.jpg"", ""Open image"")"
Labridae,"Coris batuensis","(Bleeker, 1856)"," M",native," Batu rainbow-wrasse (English), Schroeder's rainbow-wrasse (English)",,"17.00 cm TL male/unsexed ",,"Type locality: Batu Is. (Ref. 48636). Known from Bali (Ref. 8631, 47567) and Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Maumere Bay, Komodo, Manado and vicinity, Pulau Seribu, Sangalakki Island, Togean and Banggai Islands and Pulau Weh (Ref. 47567). Museum: RMNH 6642. Molucca Is., RMNH 2254. Flores, RMNH 14331. Sulawesi, Kabaena I., USNM uncat. Batu, BMNH 1864.5.15.34 (holotype of Julis batuensis Bleeker) (Ref. 33411). Only known from the type specimen, but the area of the type locality off the west of Sumatra coast is relatively unexplored and it seems restricted to that area. The markings of the head and fins are distinct (Ref. 48636).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cobat_u0.jpg"", ""Open image"")"
Labridae,"Coris caudimacula","(Quoy & Gaimard, 1834)"," M",native,,,"20.00 cm TL male/unsexed ",,"With an Indonesian distribution from Bali to Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cocau_u0.jpg"", ""Open image"")"
Labridae,"Coris cuvieri","(Bennett, 1831)"," M",native," African wrasse (English)",,"38.00 cm TL male/unsexed ",,"Recorded from Pulau Weh; with an Indonesian distribution from Java to W. Sumatra (Ref. 47567). Also Ref. 48636. Not in Ref. 33411. Known from Weh Island and Nusa Penida (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cocuv_u1.jpg"", ""Open image"")"
Labridae,"Coris dorsomacula","Fowler, 1908"," M",native," Pink-lined wrasse (English)",,"38.00 cm TL male/unsexed ",,"Recorded from Bali, Maumere Bay, Komodo, Manado and vicinity, Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Flores to Kalimantan (Ref. 47567). Museum: Molucca Is., Ambon, BPBM 18545. Bali, BPBM 38568 (Ref. 33411). Also Ref. 48636. Also known from West Papua (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Codor_u5.jpg"", ""Open image"")"
Labridae,"Coris gaimard","(Quoy & Gaimard, 1824)"," M",native," Keling asli (Malay), Pello mira (Bajo), African clown wrasse (English), Clown wrasse (English), Gaimard's wrasse (English), Keling merah (Malay), Tanggili olo (Palo)",,"40.00 cm TL male/unsexed ",,"Known from Bali and Flores (Ref. 8631, 47567) and Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Komodo, Manado and vicinity, Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Papua to Kalimantan (Ref. 47567). Museum: AMS I.15846-001. Misol (Misool) I., BMNH 1870.8.31.22-23. Ceram (Seram), USNM uncat. Ambon, BMNH 1858.4.21.33 (lectotype of Coris pulcherrima); RMNH 2236-37. Lirung, Salibabu Is., ZMA 115.155 (Siboga Expedition collection). Morotai, USNM 147734. Ternate, SMF 1243. Sulawesi, RMNH 1725. Makassar (Ujung Pandang), BMNH 1872.3.12.40; RMNH 2199. Bali, BPBM 20924 (Ref. 33411). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cogai_u0.jpg"", ""Open image"")"
Labridae,"Coris julis","(Linnaeus, 1758)"," M",native," Timunan (Malay), Mediterranean rainbowfish (English)",,"30.00 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cojul_u2.jpg"", ""Open image"")"
Labridae,"Coris pictoides","Randall & Kuiter, 1982"," M",native," Pixie wrasse (English)",,"15.00 cm TL male/unsexed ",,"Recorded from Raja Ampat Islands, Bali, Komodo, Maumere Bay, Togean and Banggai Islands; with an Indonesian distribution from Papua to Bali and Sulawesi (Ref. 47567). Museum: Sulawesi, islet off Ujung Pandang, BPBM 26821. Komodo, BPBM 31541. Flores, BPBM 32147 (Ref. 33411). Also Ref. 8631, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Copic_u0.jpg"", ""Open image"")"
Labridae,"Cymolutes praetextatus","(Quoy & Gaimard, 1834)"," M",native,,,"20.00 cm SL male/unsexed ",,"Based on Photo by J.E. Randall. Sanur. Remark: reef flat. Recorded from Manado and vicinity; with an Indonesian distribution from Papua to Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cypra_u5.jpg"", ""Open image"")"
Labridae,"Cymolutes torquatus","(Valenciennes, 1840)"," M",native," Razor wrasse (English)",,"20.00 cm TL male/unsexed ",,"Recorded from Bali, Maumere Bay and Manado and vicinity; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Cytor_u1.jpg"", ""Open image"")"
Labridae,"Epibulus brevis","Carlson, Randall & Dawson, 2008"," M",native,,,"18.50 cm SL male/unsexed ;13.50 cm SL female ",,"Known from Sulawesi, Bali, Lombok, and Flores (Ref. 75789). Also known from West Papua (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epbre_u0.jpg"", ""Open image"")"
Labridae,"Epibulus insidiator","(Pallas, 1770)"," M",native," Kenari kuning (Malay), Lampa dosa (Bajo), Sling-jaw (English), Slingjaw wrasse (English), Tageh utang (Malay), Medosa (Palo)",,"54.00 cm SL male/unsexed ",,"Type locality: Java (Ref. 48636). From Bali Strait to Timor Sea (Ref. 5978, 47567); including Flores (Ref. 8631, 47567) and Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Manado and vicinity, Sangalakki Island, Togean and Banggai Islands (Ref. 47567). Museum: NTM S.10757-001 (TGT1708).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Epins_u6.jpg"", ""Open image"")"
Labridae,"Gomphosus caeruleus","Lacepède, 1801"," M",native," Blue green bird wrasse (English), Penguin hijau (Malay), Bird wrasse (English)",,"32.00 cm TL male/unsexed ",,"Known from Mentawai Islands (Ref. 27157) and Pulau Weh, Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Gocae_u1.jpg"", ""Open image"")"
Labridae,"Gomphosus varius","Lacepède, 1801"," M",native," Penguin coklat (Malay), Bird-nose wrasse (English), Brown bird wrasse (English)",,"30.00 cm SL male/unsexed ",,"Known from Flores. Also recorded from Raja Ampat Islands, Bali, Komodo, Manado and vicinity, Pulau Seribu, ,Pulau Bintan Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Govar_u0.jpg"", ""Open image"")"
Labridae,"Halichoeres argus","(Bloch & Schneider, 1801)"," M",native," Peacock wrasse (English)",,"12.00 cm TL male/unsexed ",,"Known from Bali and Flores (Ref. 8631, 47567); also Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Manado and vicinity, Pulau Seribu, Pulau Bintan, Togean and Banggai Islands; with an Indonesian distribution from Papua to E. Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Haarg_m0.jpg"", ""Open image"")"
Labridae,"Halichoeres bicolor","(Bloch & Schneider, 1801)"," M",native," Pearly-spotted wrasse (English), Ikan koja (Malay), Earmuff wrasse (English)",,"12.00 cm TL male/unsexed ",,"Recorded from Pulau Seribu and Pulau Bintan; with an Indonesian distribution from Sulawesi to Sumatra (Ref. 47567). Also Ref. 48636. Known from Riau Islands and Java Sea (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Habic_u4.jpg"", ""Open image"")"
Labridae,"Halichoeres binotopsis","(Bleeker, 1849)"," M",native," Saowisata wrasse (English)",,"8.90 cm SL male/unsexed ",,"Type locality: Bali (Ref. 48636). Recorded from Bali and Maumere Bay; with an Indonesian distribution from Papua to Bali (Ref. 47567). Also known from north-eastern Kalimantan (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Habin_m0.jpg"", ""Open image"")"
